tiempo,latitude,longitude,altitud,s_vertical,viento_u,viento_v,temperatura,presion,densidad,gravedad,diameter_balloon
4920,13.85180230734254,-89.32717268552355,19982.001549833112,5.032603666547804,-1.8221347935686416,0.47802117940136635,216.65,5555.741828472696,0.08933897006215387,9.745423053243584,4.44821250839037
4921,13.851815015113141,-89.32717231591903,19987.04891498433,5.033270307741348,-1.8201844776494913,0.4755972315811454,216.65,5551.36161999482,0.089268534227273,9.74540766010043,4.44938212989863
4922,13.85182781571688,-89.3271719456466,19992.096951621505,5.033937164553254,-1.818233902266302,0.4731729612863521,216.65,5546.984296714871,0.08919814478774657,9.745392264945892,4.45055221091395
4923,13.851840709153755,-89.3271715747063,19997.145659744627,5.034604236983524,-1.8162830674190766,0.4707483685169901,216.65,5542.609857259737,0.08912780172149427,9.745376867779992,4.45172275163562
4924,13.851853695423767,-89.32717120309809,20002.195039353704,5.035271525032156,-1.8143319731078122,0.4683234532730558,216.65,5538.238300256473,0.0890575050064385,9.745361468602745,4.45289375226303
4925,13.851866774526918,-89.32717083082197,20007.245090448738,5.035939028699153,-1.8123806193325085,0.46589821555454924,216.65,5533.869624332336,0.08898725462050489,9.745346067414161,4.45406521299567
4926,13.851879946463209,-89.32717045787798,20012.295813029723,5.036606747984513,-1.8104290060931674,0.4634726553614721,216.65,5529.503828114764,0.08891705054162198,9.745330664214254,4.45523713403313
4927,13.851893211232632,-89.32717008426607,20017.347207096664,5.037274682888237,-1.808477133389787,0.46104677269382277,216.65,5525.140910231372,0.08884689274772119,9.745315259003045,4.45640951557509
4928,13.851906568835194,-89.32716970998626,20022.399272649556,5.037942833410324,-1.8065250012223695,0.45862056755160285,216.65,5520.780869309976,0.08877678121673714,9.745299851780542,4.45758235782133
4929,13.851920019270892,-89.32716933503856,20027.452009688404,5.038611199550774,-1.8045726095909125,0.45619403993481067,216.65,5516.423703978567,0.08870671592660727,9.745284442546764,4.45875566097174
4930,13.85193356253973,-89.32716895942298,20032.505418213204,5.039279781309588,-1.8026199584954181,0.453767189843448,216.65,5512.069412865333,0.08863669685527219,9.745269031301719,4.45992942522629
4931,13.851947198641705,-89.32716858313945,20037.559498223953,5.039948578686764,-1.8006670479358875,0.4513400172775165,216.65,5507.717994598646,0.08856672398067547,9.745253618045426,4.46110365078505
4932,13.851960927576817,-89.32716820618806,20042.61424972066,5.040617591682305,-1.7987138779123164,0.44891252223701106,216.65,5503.369447807053,0.0884967972807635,9.745238202777905,4.46227833784822
4933,13.851974749345064,-89.32716782856873,20047.66967270332,5.041286820296209,-1.7967604484247075,0.446484704721935,216.65,5499.023771119313,0.08842691673348607,9.745222785499157,4.46345348661606
4934,13.851988663946454,-89.32716745028152,20052.72576717193,5.041956264528476,-1.7948067594730612,0.4440565647322885,216.65,5494.680963164358,0.08835708231679575,9.74520736620921,4.46462909728895
4935,13.852002671380976,-89.32716707132639,20057.782533126498,5.042625924379107,-1.7928528110573758,0.4416281022680697,216.65,5490.341022571311,0.08828729400864818,9.745191944908068,4.46580517006736
4936,13.852016771648636,-89.32716669170335,20062.83997056702,5.043295799848101,-1.7908986031776515,0.43919931732927864,216.65,5486.003947969489,0.08821755178700214,9.745176521595752,4.46698170515185
4937,13.852030964749437,-89.32716631141241,20067.898079493494,5.043965890935459,-1.7889441358338893,0.436770209915917,216.6548980794935,5470.689530899854,0.08796929984654153,9.745161096272277,4.47117974302732
4938,13.852045250683371,-89.32716593045355,20072.95685990592,5.0446361976411795,-1.7869894090260898,0.43434078002798493,216.65995685990592,5466.354744835318,0.08789754363912054,9.74514566893765,4.47239611238022
4939,13.85205962945045,-89.32716554882678,20078.016311804295,5.0453067199652635,-1.7850344227542538,0.43191102766548406,216.6650163118043,5462.02293362683,0.08782583834407956,9.745130239591893,4.47361294200393
4940,13.852074101050658,-89.3271651665321,20083.07643518863,5.045977457907712,-1.7830791770183776,0.42948095282840915,216.67007643518863,5457.694095686555,0.08775418393298792,9.745114808235018,4.47483023208275
4941,13.852088665484004,-89.32716478356951,20088.137230058917,5.046648411468523,-1.7811236718184624,0.42705055551676196,216.67513723005894,5453.368229427051,0.08768258037742302,9.745099374867037,4.47604798280102
4942,13.852103322750493,-89.327164399939,20093.198696415155,5.047319580647698,-1.7791679071545108,0.42461983573054596,216.68019869641515,5449.045333261392,0.08761102764897222,9.745083939487968,4.47726619434315
4943,13.852118072850116,-89.32716401564058,20098.26083425735,5.047990965445236,-1.777211883026519,0.422188793469756,216.68526083425735,5444.725405602903,0.0875395257192286,9.745068502097826,4.47848486689368
4944,13.852132915782875,-89.32716363067424,20103.323643585496,5.048662565861138,-1.775255599434491,0.41975742873439725,216.69032364358551,5440.408444865403,0.08746807455979495,9.745053062696622,4.47970400063721
