tiempo,latitude,longitude,altitud,s_vertical,viento_u,viento_v,temperatura,presion,densidad,gravedad,diameter_balloon
6780,13.868271337888395,-89.32409250957217,25548.473167959022,-33.78241559489925,-16.240333391420897,-0.10093235551391144,222.13547316795902,2346.1037289991937,0.036794835967578134,9.728468904582728,0.0
6781,13.868273832532829,-89.32409077422541,25514.664762257606,-33.69222424492774,-16.143013008359766,-0.1755523226477762,222.1016647622576,2358.216340777273,0.036990432500859476,9.728571743366041,0.0
6782,13.86827683057131,-89.32408905151763,25480.954276004486,-33.60253908764216,-16.045974494792908,-0.24995616761136707,222.06795427600449,2370.358245187465,0.03718653174096304,9.728674285920468,0.0
6783,13.868280332003843,-89.32408734144893,25447.34170919966,-33.5133601230425,-15.94921785072032,-0.32414389040469205,222.03434170919968,2382.5292337789206,0.03738313038671177,9.728776532231926,0.0
6784,13.868284336830422,-89.3240856440194,25413.82706184313,-33.42468735112876,-15.852743076142009,-0.39811549102774313,222.00082706184313,2394.7290955710964,0.03758022509390651,9.728878482286346,0.0
6785,13.868288845051055,-89.32408395922917,25380.4103339349,-33.33652077190094,-15.756550171057976,-0.4718709694805203,221.9674103339349,2406.95761705227,0.03777781247528488,9.728980136069728,0.0
6786,13.868293856665735,-89.32408228707828,25347.091525474963,-33.248860385359045,-15.66063913546822,-0.5454103257630232,221.93409152547497,2419.2145821783133,0.0379758891004845,9.729081493568094,0.0
6787,13.868299371674462,-89.32408062756686,25313.870636463325,-33.16170619150308,-15.565009969372742,-0.6187335598752526,221.90087063646334,2431.4997723715687,0.038174451496008,9.729182554767513,0.0
6788,13.868305390077243,-89.32407898069499,25280.747666899988,-33.075058190333024,-15.469662672771555,-0.6918406718172001,221.8677476669,2443.8129665200336,0.03837349614519312,9.729283319654094,0.0
6789,13.868311911874072,-89.32407734646276,25247.72261678494,-32.988916381848895,-15.374597245664622,-0.7647316615888897,221.83472261678494,2456.153940976607,0.03857301948818416,9.729383788213989,0.0
6790,13.868319410411184,-89.32407571466001,25214.735681005845,-32.90290045409469,-15.279641533928705,-0.8375385275920353,221.80173568100585,2468.5449928348694,0.038773382149007864,9.72948414237627,0.0
6791,13.8683280358404,-89.3240740820479,25181.767888573446,-32.81688976698221,-15.184740927951104,-0.9103031415021965,221.76876788857345,2480.9934267450485,0.03897470248396991,9.729584439851223,0.0
6792,13.868337253656726,-89.32407246015597,25148.886771726968,-32.73131377072038,-15.090089825049702,-0.982876450047951,221.73588677172697,2493.4737781863205,0.03917656884683558,9.729684475178981,0.0
